AS - 'A Street' - Total Entries: 1,,,,,,,,,,,
1,AS,122,Stephen Hare,2003 Chevrolet Corvette ZO6,,51.797+2,51.783+2,47.476,46.963,46.963,-
CS - 'C Street' - Total Entries: 2,,,,,,,,,,,
1,CS,10,Scott Lewis,2017 Mazda MX5,SCAT,46.726,48.283+1,46.317,46.566,46.317,[-]2.044
2,CS,1110,Teddie Alexandrova,2017 Mazda MX-5,,48.361,49.564+1,49.283+1,,48.361,2.044
DS - 'D Street' - Total Entries: 3,,,,,,,,,,,
1,DS,134,David Webb,2018 Subaru WRX,,47.064,48.120+1,46.7,46.287,46.287,[-]1.269
2,DS,473,Mindi Cross,2008 Subaru WRX,,50.392,48.749,47.556,49.991+1,47.556,1.269
3,DS,102,Corey Brigner,2020 Subaru Wrx,,55.764,52.687,51.005,51.129,51.005,3.449
ES - 'E Street' - Total Entries: 1,,,,,,,,,,,
1,ES,690,Dalton Williams,1999 Mazda Miata,,62.150+2,53.951,53.979,57.882+1,53.951,-
FS - 'F Street' - Total Entries: 3,,,,,,,,,,,
1,FS,3,Hank Yamfang,2016 Ford Mustang,SCNAX,50.269,49.857+1,48.345,49.639+1,48.345,[-]2.347
2,FS,73,Yik-Jong Harry Lam,2005 Chrysler Crossfire SRT-6,SCNAX,52.259,50.692,54.943+2,55.120+DNF,50.692,2.347
3,FS,13,Erica Yamfang,2016 Ford Mustang,SCNAX,55.647,54.04,53.749,52.228,52.228,1.536
HS - 'H Street' - Total Entries: 3,,,,,,,,,,,
1,HS,193,Sean Velandia,2014 Mazda 6,,55.335+3,50.110+1,48.262,48.177,48.177,[-]0.043
2,HS,30,Greg Woelke,2017 Ford Feista ST,SCAT,50.622+1,49.992+1,50.441+1,48.220,48.22,0.043
3,HS,139,Ken Suzuki,2014 Mazda 6,,53.513+1,50.344,49.488,49.626,49.488,1.268
STS - 'Street Touring Sport' - Total Entries: 3,,,,,,,,,,,
1,STS,474,Jon Nottage,2018 Mazda Mazda6,DCCSD,51.772+1,50.616+1,50.149+1,50.041+1,50.041,[-]2.145
2,STS,401,Ashley Wille,2018 Mazda Mazda6,DCCSD,52.186,56.002+2,54.835+1,54.603+2,52.186,2.145
3,STS,867,Dan Stapleton,1999 Mazda Miata,,53.144+DNF,52.871,52.465,55.189+DNF,52.465,0.279
STR - 'Street Touring Roadster' - Total Entries: 3,,,,,,,,,,,
1,STR,980,Jason Munchhof,2008 Honda S2000,SCNAX,45.462,47.210+1,44.880,46.799+1,44.88,[-]0.784
2,STR,4,Nima Abrahim,2017 Mazda Miata,SCAT,46.593,48.706+1,47.441+1,45.664,45.664,0.784
3,STR,513,Aidan Giunta,2007 Mazda MX-5 Miata,,55.168+3,50.025+1,47.933,49.431+1,47.933,2.269
STU - 'Street Touring Ultra' - Total Entries: 1,,,,,,,,,,,
1,STU,125,Dona Ly,2020 BMW M2 Competition,,62.697+DNF,53.806+1,59.772+DNF,52.180,52.18,-
STH - 'Street Touring H' - Total Entries: 1,,,,,,,,,,,
1,STH,902,Fidel Trujillo,2020 Hyundai Veloster N,,62.991+2,57.349,56.278,56.139,56.139,-
CSP - 'C Street Prepared' - Total Entries: 2,,,,,,,,,,,
1,CSP,537,George Pollock,1982 Mazda RX7 GSL,,51.524+1,52.153+2,47.423,49.341+1,47.423,[-]2.081
2,CSP,236,Mitchel Summers,2003 Mazda Miata,SCAT,49.799,52.389+2,49.504,51.614+1,49.504,2.081
DSP - 'D Street Prepared' - Total Entries: 2,,,,,,,,,,,
1,DSP,717,Sam Rezai,2012 BMW 328i,,50.537,51.761+1,55.477+3,49.659,49.659,[-]3.882
2,DSP,451,David Bauer,1994 Honda Prelude,,53.541,54.047,55.538+1,55.287+1,53.541,3.882
ESP - 'E Street Prepared' - Total Entries: 7,,,,,,,,,,,
1,ESP,51,Michael Bagnas,2019 Ford Mustang Bullitt,,48.670+DNF,48.702,49.584,51.243+1,48.702,[-]0.692
2,ESP,699,Ewald Polifrone,2011 BMW M3,,51.147,50.504,52.437+1,49.394,49.394,0.692
3,ESP,616,Jonah Rennie,1994 Lexus SC400,,52.119,50.451,49.605,52.838+2,49.605,0.211
4,ESP,612,Jacob Danielson,1993 Pontiac Firebird Formula,,55.760+1,51.297,52.206+1,51.119,51.119,1.514
5,ESP,233,Bob Hospodar,2000 Ford Mustang GT,,54.701,52.572,52.225,51.276,51.276,0.157
6,ESP,50,Kent Hall,1991 Ford Mustang,,53.881,53.297,52.139,52.143,52.139,0.863
7,ESP,104,Samantha Lei,2017 Cadillac ATS-V,,61.145,57.38,55.754,54.898,54.898,2.759
SM - 'Street Modified' - Total Entries: 2,,,,,,,,,,,
1,SM,747,Jonathan Fudge,2000 Subaru 2.5RSTI,,46.215,45.226,46.298+1,44.199,44.199,[-]2.126
